POINT_CD,LOCAL_POINT_CD,POINT_NAME_JP,POINT_NAME,COUNTRY,CITY,LAT,LON,ALT
240260,40260,H-5 'SAFAWI',H-5 'SAFAWI',JORDAN,MAFRAQ GOVERNORATE,32.1608,37.1539,674
240265,40265,マフラク,MAFRAQ,JORDAN,MAFRAQ QASABAH DISTRICT,32.3667,36.25,683
240270,40270,アンマン空港,AMMAN AIRPORT,JORDAN,MARKA,31.9833,35.9833,779
240272,40272,アンマンクイーンアリア国際空港,QUEEN ALIA AIRPORT,JORDAN,AMMAN,31.7167,35.9833,722
240296,40296,GHOR SAFI,GHOR SAFI,JORDAN,KARAK GOVERNORATE,31.0333,35.4667,-350
240310,40310,マアーン,MA'AN,JORDAN,MA'AN QASABAH DISTRICT,30.1667,35.7833,1069
240340,40340,アカバ空港,AQABA AIRPORT,JORDAN,AQABA,29.55,35,51
240356,40356,トゥライフ,TURAIF,SAUDI ARABIA,TURAIF,31.6833,38.7333,852
240357,40357,ARAR,ARAR,SAUDI ARABIA,ARAR,30.9,41.1333,549
240360,40360,GURIAT,GURIAT,SAUDI ARABIA,GURIAT,31.4,37.2833,504
240361,40361,ジャウフ,AL-JOUF,SAUDI ARABIA,AL-JOUF,29.7833,40.1,689
240362,40362,ラフハー,RAFHA,SAUDI ARABIA,RAFHA,29.6167,43.4833,444
240373,40373,アルカイスーマ,AL-QAISUMAH,SAUDI ARABIA,AL-QAISUMAH,28.3167,46.1333,358
240375,40375,タブーク,TABUK,SAUDI ARABIA,TABUK,28.3833,36.6,768
240394,40394,HAIL,HAIL,SAUDI ARABIA,HAIL,27.4333,41.6833,1002
240400,40400,ワジュ,AL-WEJH,SAUDI ARABIA,AL-WEJH,26.2,36.4833,24
240401,40401,ALULA,ALULA,SAUDI ARABIA,ALULA,26.4833,38.1167,0
240405,40405,GASSIM,GASSIM,SAUDI ARABIA,AL QASSIM,26.3,43.7667,648
240417,40417,ダンマム,K.F.I.A. (KING FAHAD INT. AIR,SAUDI ARABIA,DAMMAM,26.45,49.8167,12
240420,40420,AL-AHSA,AL-AHSA,SAUDI ARABIA,AL AHSA,25.3,49.4833,178
240430,40430,メディナ,AL-MADINAH,SAUDI ARABIA,AL MADINAH PROVINCE,24.55,39.7,636
240435,40435,ダワーディミー,AL-DAWADAMI,SAUDI ARABIA,AL-DAWADAMI,26.9833,44.1167,923
240437,40437,リヤド国際空港,KING KHALED INT. AIRPORT,SAUDI ARABIA,RIYADH,24.9333,46.7167,614
240439,40439,YENBO,YENBO,SAUDI ARABIA,AL MADINAH PROVINCE,24.1333,38.0667,10
240550,40550,ABDALY,ABDALY,KUWAIT,AL JAHRA GOVERNORATE,30.0667,47.6833,24.8
240551,40551,MITRIBAH,MITRIBAH,KUWAIT,MITRIBAH,29.8167,47.35,119.1
240553,40553,SABRIYAH,SABRIYAH,KUWAIT,SABRIYAH,29.75,47.85,0
240570,40570,SALMY,SALMY,KUWAIT,SALMY,29.1,46.6833,289.1
240573,40573,ABRAQUE ALHABRI,ABRAQUE ALHABRI,KUWAIT,ABRAQUE ALHABRI,29.3703,46.9686,232.4
240580,40580,RABYAH,RABYAH,KUWAIT,RABIA,29.3,47.9333,20.9
240581,40581,シュワイフ,KUWAIT CITY,KUWAIT,BNEID AL GAR,29.3833,48,7.1
240582,40582,クウェート,KUWAIT INTERNATIONAL AIRPORT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,29.2217,47.9658,47.2
240585,40585,SALMIYAH,SALMIYAH,KUWAIT,SALMIYA,29.35,48.1,7.5
240586,40586,JAHRA,JAHRA,KUWAIT,JAHRA,29.3167,47.6667,55.1
240587,40587,SULAIBIYA,SULAIBIYA,KUWAIT,SULAIBIYA,29.2667,47.7167,54.8
240588,40588,ファイラカ島,FAILAKAH ISLAND,KUWAIT,FAILAKAH ISLAND,29.45,48.3333,6.7
240592,40592,ワフラ,WAFRA,KUWAIT,AL AHMADI GOVERNORATE,28.55,48.0667,106.7
240594,40594,NUWASIB,NUWASIB,KUWAIT,NUWASIB,28.55,48.3833,20.2
240596,40596,ウマルマラディム島,UMM-AL-MARADIM,KUWAIT,PERSIAN GULF,28.6833,48.65,8.1
240602,40602,RABIAH,RABIAH,IRAQ,TEL AFAR DISTRICT,36.8,42.1,382
240603,40603,TEL-AFER,TEL-AFER,IRAQ,TEL-AFER,36.3667,42.4833,373
240605,40605,ザーホー,ZAKHO,IRAQ,ZAKHO,37.1333,42.7167,433
240606,40606,DUHOOK,DUHOOK,IRAQ,DUHOK,36.8667,43,276
240608,40608,モスル,MOSUL,IRAQ,MOSUL,36.3167,43.15,223
240611,40611,SALAHADDIN,SALAHADDIN,IRAQ,SHAQLAWA,36.3833,44.2,1075
240616,40616,ERBEEL,ERBEEL,IRAQ,ERBEEL,36.15,44,420
240621,40621,キルクーク,KIRKUK,IRAQ,KIRKUK,35.4667,44.4,331
240622,40622,チャムチャマル,CHEM-CHAMAL,IRAQ,CHAMCHAMAL,35.5167,44.8333,701
240623,40623,スライマーニーヤー,SULYMANIYAH,IRAQ,SULAYMANIYAH GOVERNORATE,35.5333,45.45,843
240629,40629,ANAH,ANAH,IRAQ,ANAH,34.3667,41.95,175
240631,40631,BAIJI,BAIJI,IRAQ,TIKRIT,34.9,43.5333,116
240632,40632,TUZ,TUZ,IRAQ,TUZ,34.8833,44.65,220
240633,40633,TIKRIT,TIKRIT,IRAQ,TIKRIT,34.5667,43.7,107
240634,40634,ハディーサ,HADITHAH,IRAQ,HADITHA,34.1333,42.35,108
240637,40637,KHANAQIN,KHANAQIN,IRAQ,KHANAQIN,34.35,45.3833,202
240638,40638,AL-KHALIS,AL-KHALIS,IRAQ,BAQUBAH,33.8333,44.5333,44
240642,40642,ルトバ,RUTBAH,IRAQ,AR RUTBA,33.0333,40.2833,631
240645,40645,RAMADI,RAMADI,IRAQ,RAMADI,33.45,43.3167,48
240646,40646,HEET,HEET,IRAQ,HEET,33.6333,43.75,58
240650,40650,バグダッド,BAGHDAD INT. AIRPORT,IRAQ,BAGHDAD,33.3,44.4,32
240655,40655,AINALTAMER,AINALTAMER,IRAQ,BABYLON GOVERNORATE,32.55,44.7167,28
240656,40656,カルバラー,KERBELA,IRAQ,KARBALA GOVERNORATE,32.5667,44.05,29
240657,40657,HELLA,HELLA,IRAQ,BABYLON GOVERNORATE,32.45,44.45,27
240658,40658,NUKHEB,NUKHEB,IRAQ,NUKHEB,32.0333,42.2833,305
240660,40660,AZIZYAH,AZIZYAH,IRAQ,AL-SUWAIRA,32.9167,45.0667,25
240662,40662,BADRAH,BADRAH,IRAQ,WASIT GOVERNORATE,33.1,45.95,64
240664,40664,KUT,KUT,IRAQ,KUT,32.5,45.8167,19
240665,40665,KUT-AL-HAI,KUT-AL-HAI,IRAQ,AL-HAYY,32.1333,46.0333,17
240666,40666,ALI-ALGHARBI,ALI-ALGHARBI,IRAQ,MAYSAN GOVERNORATE,32.4667,46.7167,14
240670,40670,ナジャフ,NAJAF,IRAQ,NAJAF,31.95,44.3167,53
240672,40672,ディーワーニーヤ,DIWANIYA,IRAQ,DIWANIYA,31.95,44.95,20
240674,40674,SAMAWA,SAMAWA,IRAQ,AL MUTHANNA GOVERNORATE,31.2667,45.2667,11
240675,40675,RAFAEI,RAFAEI,IRAQ,RIFAI,31.7167,46.1,6
240676,40676,ナーシリーヤ,NASIRIYA,IRAQ,DHI QAR GOVERNORATE,31.0167,46.2333,5
240680,40680,AMARA,AMARA,IRAQ,AMARA,31.8333,47.1667,9
240689,40689,バスラ,BASRAH INTL,IRAQ,BASRAH,30.5167,47.7833,2
240690,40690,BASRAH INT. AIRPORT,BASRAH INT. AIRPORT,IRAQ,BASRAH,30.5167,47.7833,3
240691,40691,AL-FAO,AL-FAO,IRAQ,IRAN,29.9833,48.5,2
240701,40701,MAKKO,MAKKO,IRAN,MAKKO,39.3667,44.3833,1411
240703,40703,KHOY,KHOY,IRAN,WEST AZERBAIJAN PROVINCE,38.55,44.9667,1103
240704,40704,アハル,AHAR,IRAN,EAST AZERBAIJAN PROVINCE,38.4333,47.0667,1390
240706,40706,タブリーズ,TABRIZ,IRAN,TABRIZ,38.0833,46.2833,1361
240708,40708,アルダビール,ARDEBIL,IRAN,ARDABIL,38.2167,48.3167,1335
240710,40710,サラーブ,SARAB,IRAN,EAST AZERBAIJAN PROVINCE,37.9333,47.5333,1682
240712,40712,ウルミエ,ORUMIEH,IRAN,URMIA,37.65,45.05,1328
240713,40713,マラーゲ,MARAGHEH,IRAN,BONAB,37.35,46.1667,1478
240716,40716,MEYANEH,MEYANEH,IRAN,MEYANEH,37.45,47.7,1110
240718,40718,ANZALI,ANZALI,IRAN,ANZALI,37.4667,49.45,-24
240719,40719,ラシュト,RASHT,IRAN,RASHT,37.3167,49.6167,-9
240721,40721,MARAVEH-TAPPEH,MARAVEH-TAPPEH,IRAN,MARAVEH-TAPPEH,37.9,55.95,460
240723,40723,ボジヌールド,BOJNOURD,IRAN,BOJNURD,37.4667,57.3333,1091
240726,40726,MOHABAD,MOHABAD,IRAN,WEST AZERBAIJAN PROVINCE,36.75,45.7,1352
240727,40727,SAGHEZ,SAGHEZ,IRAN,KURDISTAN PROVINCE,36.25,46.2667,1523
240729,40729,ザンジャーン,ZANJAN,IRAN,ZANJAN,36.6833,48.4833,1663
240731,40731,GHAZVIN,GHAZVIN,IRAN,QAZVIN PROVINCE,36.2333,50.0333,1279
240732,40732,RAMSAR,RAMSAR,IRAN,MAZANDARAN PROVINCE,36.9,50.6667,-20
240734,40734,NOSHAHR,NOSHAHR,IRAN,MAZANDARAN PROVINCE,36.65,51.5,-21
240736,40736,BABULSAR,BABULSAR,IRAN,MAZANDARAN PROVINCE,36.7167,52.65,-21
240737,40737,GHARAKHIL,GHARAKHIL,IRAN,MAZANDARAN PROVINCE,36.45,52.7667,15
240738,40738,ゴルガーン,GORGAN,IRAN,GORGAN,36.85,54.2667,13
240739,40739,SHAHRUD,SHAHRUD,IRAN,SHAHRUD,36.4167,54.95,1349
240740,40740,GHUCHAN,GHUCHAN,IRAN,GHUCHAN,37.0667,58.5,1287
240741,40741,サラハス,SARAKHS,IRAN,RAZAVI KHORASAN PROVINCE,36.5333,61.1667,235
240743,40743,サブゼバール,SABZEVAR,IRAN,SABZEVAR,36.2167,57.6667,978
240745,40745,マシュハド,MASHHAD,IRAN,MASHHAD,36.2667,59.6333,999
240747,40747,サナンダジ,SANANDAJ,IRAN,KURDISTAN PROVINCE,35.3333,47,1373
240754,40754,テヘラン/メフラバード,TEHRAN-MEHRABAD,IRAN,TEHRAN,35.6833,51.3167,1191
240757,40757,セムナーン,SEMNAN,IRAN,SEMNAN,35.5833,53.4167,1127
240762,40762,トルバテヘイダリー,TORBAT-HEYDARIEH,IRAN,RAZAVI KHORASAN PROVINCE,35.2667,59.2167,1451
240763,40763,カーシュマル,KASHMAR,IRAN,KASHMAR,35.2,58.4667,1110
240766,40766,ケルマーンシャー,KERMANSHAH,IRAN,KERMANSHAH PROVINCE,34.35,47.15,1319
240768,40768,HAMEDAN,HAMEDAN,IRAN,HAMADAN PROVINCE,34.8667,48.5333,1741
240769,40769,アラーク,ARAK,IRAN,ARAK,34.0667,49.7833,1703
240780,40780,イーラーム,ILAM,IRAN,ILAM,33.6333,46.4333,1337
240782,40782,ホッラマーバード,KHORRAM ABAD,IRAN,KHORRAMABAD COUNTY,33.4333,48.2833,1148
240783,40783,アリーグーダルズ,ALI-GOODARZ,IRAN,LORESTAN PROVINCE,33.4,49.7,2022
240785,40785,カーシャーン,KASHAN,IRAN,KASHAN COUNTY,33.9833,51.45,982
240789,40789,KHOR,KHOR,IRAN,KHOUR VA BIABANAK COUNTY,33.7833,55.0833,845
240791,40791,タバス,TABAS,IRAN,TABAS,33.6,56.9167,711
240792,40792,フェルドウス,FERDOUS,IRAN,FERDOWS,34.0167,58.1667,1293
240794,40794,SAFI-ABAD DEZFUL,SAFI-ABAD DEZFUL,IRAN,KHUZESTAN PROVINCE,32.2667,48.4167,83
240798,40798,シャハレコルド,SHAHRE-KORD,IRAN,SHAHRE-KORD,32.2833,50.85,2049
240800,40800,イスファハーン,ESFAHAN,IRAN,ISFAHAN PROVINCE,32.5175,51.7061,1550.4
240809,40809,ビールジャンド,BIRJAND,IRAN,BIRJAND,32.8667,59.2,1491
240811,40811,アフワーズ,AHWAZ,IRAN,KHUZESTAN PROVINCE,31.3333,48.6667,22
240812,40812,マスジェドソレイマーン,MASJED-SOLEYMAN,IRAN,KHUZESTAN PROVINCE,31.9333,49.2833,320
240818,40818,アーバーデ,ABADEH,IRAN,ABADEH COUNTY,31.1833,52.6667,2030
240821,40821,ヤズド,YAZD,IRAN,YAZD PROVINCE,31.9,54.2833,1237
240827,40827,ネフバンダーン,NEHBANDAN,IRAN,NEHBANDAN,31.5333,60.0333,1211
240829,40829,ザーボル,ZABOL,IRAN,ZABOL,31.05,61.4833,489
240831,40831,アバダーン,ABADAN,IRAN,ABADAN,30.3667,48.25,6
240833,40833,OMIDYEH-AGHAJARI,OMIDYEH-AGHAJARI,IRAN,OMIDYEH-AGHAJARI,30.7667,49.6667,27
240835,40835,ガチサーラーン空港,GACH SARAN DU GUNBADAN,IRAN,GACH SARAN DU GUNBADAN,30.4333,50.7667,699
240836,40836,YASOGE,YASOGE,IRAN,YASOGE,30.8333,51.6833,1831
240841,40841,ケルマーン,KERMAN,IRAN,KERMAN,30.25,56.9667,1754
240845,40845,ハールク島,KHARG,IRAN,PERSIAN GULF,29.2667,50.2667,3
240848,40848,シーラーズ,SHIRAZ,IRAN,FARS PROVINCE,29.5333,52.6,1484
240851,40851,シルジャン,SIRJAN,IRAN,SIRJAN,29.4667,55.7167,1739
240853,40853,バーフト,BAFT,IRAN,BAFT,29.2333,56.5667,2280
240854,40854,バン,BAM,IRAN,BAM,29.0833,58.45,940
240856,40856,ザーヘダーン,ZAHEDAN,IRAN,ZAHEDAN,29.4667,60.8833,1370
240858,40858,ブーシェヘル,BUSHEHR (AIRPORT),IRAN,BANDAR BUSHEHR,28.9667,50.8167,23
240859,40859,ファサー,FASA,IRAN,FARS PROVINCE,28.9667,53.6833,1288
240872,40872,BANDAR-E-DAYYER,BANDAR-E-DAYYER,IRAN,BANDAR-E-DAYYER,27.8333,51.9333,4
240875,40875,バンダレアッバース国際空港,BANDARABBASS,IRAN,BANDAR ABBAS,27.2167,56.3667,10
240877,40877,KAHNUJ,KAHNUJ,IRAN,KAHNOOJ COUNTY,27.9667,57.7,470
240878,40878,サラワン,SARAVAN,IRAN,SARAVAN,27.3333,62.3333,1195
240879,40879,イラーンシャハル,IRANSHAHR,IRAN,IRANSHAHR,27.2,60.7,591
240882,40882,KISH ISLAND,KISH ISLAND,IRAN,HORMOZGAN PROVINCE,26.5,53.9833,30
240883,40883,バンダレレンゲ,BANDAR LENGEH,IRAN,BANDAR LENGEH,26.5167,54.8167,23
240889,40889,SIRI ISLAND,SIRI ISLAND,IRAN,PERSIAN GULF,25.8667,54.4833,4
240890,40890,アブムーサ島,ABU MUSA,IRAN,PERSIAN GULF,25.8333,54.8333,6
240893,40893,ジャースク,JASK,IRAN,HORMOZGAN PROVINCE,25.6333,57.7667,5
240897,40897,コナーラク,KONARAK,IRAN,KONARAK,25.4333,60.3667,10
240898,40898,CHAHBAHAR,CHAHBAHAR,IRAN,CHABAHAR,25.2833,60.6167,8
240911,40911,マザーリシャリーフ,MAZAR-E SHARIF,AFGHANISTAN,BALKH,36.7,67.2,378
240913,40913,KUNDUZ,KUNDUZ,AFGHANISTAN,KUNDUZ,36.6667,68.9167,433
240930,40930,NORTH-SALANG,NORTH-SALANG,AFGHANISTAN,NORTH-SALANG,35.3167,69.0167,3366
240938,40938,ヘラート,HERAT,AFGHANISTAN,HERAT,34.2167,62.2167,964
240942,40942,CHAKHCHARAN,CHAKHCHARAN,AFGHANISTAN,CHAKHCHARAN,33.5333,65.2667,2183
240945,40945,バーミヤーン,BAMIYAN,AFGHANISTAN,BAMIYAN,34.8167,67.8167,2550
240948,40948,カブール,KABOL,AFGHANISTAN,KABOL,34.55,69.2167,1791
240954,40954,ジャララバード,JALALABAD,AFGHANISTAN,SURKH ROD,34.4333,70.4667,580
240988,40988,BUST,BUST,AFGHANISTAN,LASHKAR GAH,31.55,64.3667,780
240990,40990,カンダハール,KANDAHAR,AFGHANISTAN,KANDAHAR,31.5,65.85,1010
241024,41024,ジッダ,JEDDAH (KING ABDUL AZIZ INT. AIRPORT),SAUDI ARABIA,JEDDAH,21.7,39.1833,17
241036,41036,AL-TAIF,AL-TAIF,SAUDI ARABIA,MAKKAH PROVINCE,21.4833,40.55,1453
241055,41055,AL-BAHA,AL-BAHA,SAUDI ARABIA,AL BAHAH PROVINCE,20.3,41.65,1652
241061,41061,ダワーシルワジ,WADI AL-DAWASSER AIRPORT,SAUDI ARABIA,WADI AL-DAWASSER AIRPORT,20.5,45.25,622
241084,41084,BISHA,BISHA,SAUDI ARABIA,ASEER PROVINCE,19.9833,42.6333,1162
241112,41112,アブハー,ABHA,SAUDI ARABIA,ASEER PROVINCE,18.2333,42.65,2093
241114,41114,ハミースムシャイト,KHAMIS MUSHAIT,SAUDI ARABIA,ASEER PROVINCE,18.3,42.8,2056
241128,41128,ナジュラーン,NAJRAN,SAUDI ARABIA,NAJRAN,17.6167,44.4167,1212
241136,41136,SHARORAH,SHARORAH,SAUDI ARABIA,NAJRAN,17.4667,47.1,725
241140,41140,ジーザーン,GIZAN,SAUDI ARABIA,AS SAFA,16.8833,42.5833,7
241150,41150,バーレーン,BAHRAIN (INT. AIRPORT),BAHRAIN,MUHARRAQ GOVERNORATE,26.2667,50.65,2
241160,41160,AI RUWAIS,AI RUWAIS,QATAR,AI RUWAIS,26.15,51.2,5
241167,41167,DUKHAN,DUKHAN,QATAR,DUKHAN,25.4,50.75,5
241170,41170,ドーハ,DOHA INTERNATIONAL AIRPORT,QATAR,DOHA,25.25,51.5667,10
241176,41176,UMM SAID,UMM SAID,QATAR,AL WAKRAH MUNICIPALITY,24.95,51.5667,10
241178,41178,ABU SAMRA,ABU SAMRA,QATAR,AL RAYYAN MUNICIPALITY,24.75,50.8167,7
241184,41184,ラスアルハイマ国際空港,RAS AL KHAIMAH INTERNATIONAL AIRPORT,UNITED ARAB EMIRATES,RAS AL KHAIMAH,25.6167,55.9333,31
241194,41194,ドゥバイ,DUBAI INTERNATIONAL AIRPORT,UNITED ARAB EMIRATES,DUBAI,25.25,55.3333,5
241196,41196,シャルジャ国際空港,SHARJAH INTERNATIONAL AIRPORT,UNITED ARAB EMIRATES,SHARJAH,25.3333,55.5167,33
241198,41198,フジャイラ,FUJAIRAH,UNITED ARAB EMIRATES,FUJAIRAH,25.1,56.3333,28
241216,41216,アブダビ/BATEEN空港,ABU DHABI BATEEN AIRPORT,UNITED ARAB EMIRATES,AL KHEERAN,24.4333,54.4667,3
241217,41217,アブダビ国際空港,ABU DHABI INTERNATIONAL AIRPORT,UNITED ARAB EMIRATES,ABU DHABI,24.4333,54.65,27
241218,41218,アイン,AL AIN INTERNATIONAL AIRPORT,UNITED ARAB EMIRATES,EASTERN REGION,24.2667,55.6,262
241240,41240,ハサブ港,KHASAB PORT,OMAN,KHASAB PORT,26.2106,56.2439,4
241241,41241,ハサブ空港,KHASAB AIRPORT,OMAN,MUSANDAM GOVERNORATE,26.1617,56.2367,29
241242,41242,DIBA,DIBA,OMAN,"DIBBA, OMAN",25.6156,56.2472,10
241244,41244,BURAIMI,BURAIMI,OMAN,BURAIMI,24.2339,55.9161,372
241246,41246,SOHAR MAJIS,SOHAR MAJIS,OMAN,SOHAR MAJIS,24.4675,56.6444,2
241249,41249,QUMAIRA,QUMAIRA,OMAN,AD DHAHIRAH GOVERNORATE,23.9319,56.2008,633
241250,41250,SUNAYNAH,SUNAYNAH,OMAN,SUNAYNAH,23.7225,55.9061,257
241252,41252,イブリー,IBRI,OMAN,IBRI,23.2258,56.4275,327
241253,41253,RUSTAQ,RUSTAQ,OMAN,AL BATINAH SOUTH GOVERNORATE,23.4092,57.4286,322
241254,41254,SAIQ,SAIQ,OMAN,AD DAKHILIYAH ?GOVERNORATE,23.0744,57.6464,1986
241255,41255,ニズワ,NIZWA,OMAN,AD DAKHILIYAH ?GOVERNORATE,22.8592,57.5464,462
241256,41256,シーブ国際空港,MUSCAT INT'L AIRPORT,OMAN,MUSCAT GOVERNORATE,23.5953,58.2983,8.4
241257,41257,SAMAIL,SAMAIL,OMAN,AD DAKHILIYAH ?GOVERNORATE,23.3089,57.9481,417
241258,41258,MINA SULTAN QABOOS,MINA SULTAN QABOOS,OMAN,MUSCAT,23.6275,58.5725,3
241262,41262,FAHUD,FAHUD,OMAN,AD DHAHIRAH GOVERNORATE,22.3475,56.4903,168
241263,41263,バフラ,BAHLA,OMAN,AD DAKHILIYAH ?GOVERNORATE,22.9933,57.3158,592
241264,41264,アダム,ADAM AIRPORT,OMAN,ADAM AIRPORT,22.4997,57.37,328
241265,41265,イブラー,IBRA,OMAN,ASH SHARQIYAH NORTH GOVERNORATE,22.7406,58.5053,469
241267,41267,QALHAT,QALHAT,OMAN,QALHAT,22.6653,59.4019,11
241268,41268,スール,SUR,OMAN,ASH SHARQIYAH SOUTH GOVERNORATE,22.5383,59.4792,13
241270,41270,ハッド岬,RAS AL HADD,OMAN,RAS AL HADD,22.3011,59.8175,43
241272,41272,SUWAIQ,SUWAIQ,OMAN,SUWAIQ,23.8244,57.2778,39
241275,41275,QARN ALAM,QARN ALAM,OMAN,QARN ALAM,21.3756,57.0536,133
241276,41276,UMZAMAIM,UMZAMAIM,OMAN,UMZAMAIM,20.7947,57.1164,126
241280,41280,AL AMERAT,AL AMERAT,OMAN,MUSCAT GOVERNORATE,23.5006,58.4806,105
241287,41287,JOBA,JOBA,OMAN,JOBA,20.8681,58.2475,34
241288,41288,マシーラ島,MASIRAH,OMAN,ASH SHARQIYAH SOUTH GOVERNORATE,20.6714,58.8889,19
241292,41292,AL MUDHAIBI,AL MUDHAIBI,OMAN,AL MUDHAIBI,22.5117,58.1247,378
241293,41293,BIDIYA,BIDIYA,OMAN,BIDIYA,22.4631,58.8539,316
241295,41295,YAALONI,YAALONI,OMAN,YAALONI,19.9444,57.1025,156
241301,41301,HAIMA,HAIMA,OMAN,HAIMA,20.0578,56.3833,146
241304,41304,MARMUL,MARMUL,OMAN,DHOFAR GOVERNORATE,18.1406,55.1803,273
241312,41312,MINA SALALAH,MINA SALALAH,OMAN,DHOFAR GOVERNORATE,16.9344,54.0083,25
241314,41314,タマリート,THUMRAIT,OMAN,DHOFAR GOVERNORATE,17.6811,54.0242,448
241315,41315,QAIROON HAIRITI,QAIROON HAIRITI,OMAN,QAIROON HAIRITI,17.2531,54.0892,881
241316,41316,サラーラ,SALALAH AIRPORT,OMAN,SALALAH,17.0439,54.1022,23
241506,41506,チトラル,CHITRAL,PAKISTAN,KHYBER PAKHTUNKHWA,35.85,71.8333,1500
241508,41508,ディール,DIR,PAKISTAN,DIR,35.2,71.85,1370
241515,41515,DROSH,DROSH,PAKISTAN,CHITRAL,35.5667,71.7833,1465
241523,41523,SAIDU SHARIF,SAIDU SHARIF,PAKISTAN,SWAT,34.7333,72.35,951
241529,41529,PESHAWAR,PESHAWAR,PAKISTAN,NOWSHERA,34.0333,71.9333,0
241535,41535,KAKUL,KAKUL,PAKISTAN,ABBOTTABAD,34.1833,73.25,1309
241536,41536,BALAKOT,BALAKOT,PAKISTAN,MANSEHRA,34.3833,73.35,981
241560,41560,パーラチナール,PARACHINAR,PAKISTAN,KURRAM AGENCY,33.8667,70.0833,1726
241573,41573,ムーリー,MURREE,PAKISTAN,MURREE,33.9167,73.3833,2127
241598,41598,ジェルム,JHELUM,PAKISTAN,JHELUM,32.9333,73.7167,234
241600,41600,シアールコート,SIALKOT,PAKISTAN,SIALKOT,32.5,74.5333,256
241620,41620,ジョブ,ZHOB,PAKISTAN,ZHOB,31.35,69.4667,1407
241624,41624,デライスマーイールハーン,DERA ISMAIL KHAN,PAKISTAN,DERA ISMAIL KHAN,31.8167,70.9167,173
241630,41630,ファイサラーバード,FAISALABAD,PAKISTAN,FAISALABAD,31.4333,73.1,184
241640,41640,ラホール,LAHORE CITY,PAKISTAN,LAHORE,31.55,74.3333,215
241660,41660,クエッタ,QUETTA,PAKISTAN,BALOCHISTAN,30.25,66.8833,1589
241675,41675,ムルターン,MULTAN,PAKISTAN,MULTAN,30.2,71.4333,123
241678,41678,BAHAWALNAGAR,BAHAWALNAGAR,PAKISTAN,BAHAWALNAGAR,29.95,73.25,163
241685,41685,BARKHAN,BARKHAN,PAKISTAN,BALOCHISTAN,29.8833,69.7167,1098
241696,41696,カラート,KALAT,PAKISTAN,KALAT,29.0333,66.5833,2017
241697,41697,シビ,SIBI,PAKISTAN,SIBI,29.55,67.8833,134
241700,41700,バハーワルプル,BAHAWALPUR,PAKISTAN,BAHAWALPUR,29.4,71.7833,113
241710,41710,ノククンディ,NOKKUNDI,PAKISTAN,CHAGAI,28.8167,62.75,683
241712,41712,ダールバンディン,DAL BANDIN,PAKISTAN,DALBANDIN,28.8833,64.4,850
241715,41715,ジャコババード,JACOBABAD,PAKISTAN,JACOBABAD,28.3,68.4667,56
241718,41718,ハーンプル,KHANPUR,PAKISTAN,KHANPUR (RAHIM YAR KHAN),28.65,70.6833,88
241725,41725,ローリー,ROHRI,PAKISTAN,ROHRI,27.6667,68.9,68
241739,41739,パンジグール,PANJGUR,PAKISTAN,PANJGUR,26.9667,64.1,981
241744,41744,フーズダール,KHUZDAR,PAKISTAN,KHUZDAR,27.8333,66.6333,1232
241746,41746,PADIDAN,PADIDAN,PAKISTAN,NAUSHAHRO FEROZE,26.85,68.1333,47
241749,41749,ナワーブシャー,NAWABSHAH,PAKISTAN,NAWABSHAH,26.25,68.3667,38
241756,41756,ジーワニ,JIWANI,PAKISTAN,JIWANI,25.0667,61.8,57
241759,41759,パスニ,PASNI,PAKISTAN,BALOCHISTAN,25.2667,63.4833,6
241764,41764,ハイデラーバード,HYDERABAD,PAKISTAN,HYDERABAD,25.3833,68.4167,30
241768,41768,CHHOR,CHHOR,PAKISTAN,UMERKOT,25.5167,69.7833,6
241780,41780,カラチ国際空港,KARACHI AIRPORT,PAKISTAN,KARACHI,24.9,67.1333,22
241785,41785,BADIN,BADIN,PAKISTAN,BADIN,24.6333,68.9,11
241858,41858,サイドプル,SAIDPUR,BANGLADESH,SAIDPUR,25.75,88.9167,44
241859,41859,ランプル,RANGPUR,BANGLADESH,RANGPUR DISTRICT,25.7333,89.2333,34
241863,41863,ディナージプル,DINAJPUR,BANGLADESH,RANGPUR DIVISION,25.65,88.6833,37
241883,41883,ボーグラ,BOGRA,BANGLADESH,BOGRA,24.85,89.3667,20
241886,41886,マイメンシン,MYMENSINGH,BANGLADESH,MYMENSINGH DISTRICT,24.7167,90.4333,19
241891,41891,シルヘット,OSMANY INTL,BANGLADESH,JHARJHARI PARA,24.9,91.8833,35
241895,41895,ラジシャヒ,RAJSHAHI,BANGLADESH,RAJSHAHI DIVISION,24.3667,88.7,20
241907,41907,イシュルディ,ISHURDI,BANGLADESH,PABNA DISTRICT,24.1333,89.05,14
241909,41909,タンガイル,TANGAIL,BANGLADESH,TANGAIL DISTRICT,24.25,89.9333,0
241915,41915,SRIMANGAL,SRIMANGAL,BANGLADESH,MOULVI BAZAR DISTRICT,24.3,91.7333,23
241923,41923,ダッカ,TEJGAON,BANGLADESH,DHAKA,23.7667,90.3833,9
241926,41926,CHUADANGA,CHUADANGA,BANGLADESH,CHUADANGA DISTRICT,23.65,88.8167,12
241929,41929,ファリドプル,FARIDPUR,BANGLADESH,FARIDPUR DISTRICT,23.6,89.85,9
